wavelength,wave_label,20041EW,20041err,20041label,Cernis52EW,Cernis52err,Cernis52label,23180EW,23180err,23180label,281159EW,281159err,281159label,23512EW,23512err,23512label,24534EW,24534err,24534label,24912EW,24912err,24912label,28482EW,28482err,28482label,37061EW,37061err,37061label,37903EW,37903err,37903label,43384EW,43384err,43384label,147084EW,147084err,147084label,147889EW,147889err,147889label,148579EW,148579err,148579label,166734EW,166734err,166734label,168625EW,168625err,168625label,175156EW,175156err,175156label,183143EW,183143err,183143label,190603EW,190603err,190603label,194279EW,194279err,194279label,CygOB25EW,CygOB25err,CygOB25label,CygOB212EW,CygOB212err,CygOB212label,204827EW,204827err,204827label,206267EW,206267err,206267label,223385EW,223385err,223385label
Ebv,Ebv,0.72,0.03,D,0.9,0.03,D,0.31,0.03,D,0.85,0.03,D,0.36,0.03,D,0.59,0.03,D,0.33,0.03,D,0.48,0.03,D,0.52,0.03,D,0.35,0.03,D,0.58,0.03,D,0.73,0.03,D,1.07,0.03,D,0.34,0.03,D,1.39,0.03,D,1.48,0.03,D,0.31,0.03,D,1.27,0.03,D,0.72,0.03,D,1.2,0.03,D,1.99,0.03,D,3.31,0.03,D,1.11,0.03,D,0.53,0.03,D,0.67,0.03,D
NH,NH,21.45,,S,21.06,0.1,S,20.82,0.09,D,21.39,0.3,D,20.57,0.1,S,20.73,0.06,D,21.05,0.08,D,21.16,,S,21.78,0.1,D,21.17,0.1,D,21.27,0.3,D,21.19,,S,21.8,0.05,D,21.02,,S,21.63,0.1,S,21.67,0.1,S,21.07,,S,21.67,0.1,S,21.41,0.1,S,21.52,0.1,S,21.67,0.1,S,21.68,0.1,S,21.35,0.05,D,21.3,0.15,D,21.51,,S
NH2,NH2,20.99,0.13,S,21.28,0.13,S,20.6,0.12,D,21.09,0.19,D,20.12,0.13,S,20.92,0.04,D,20.53,0.12,D,20.27,0.13,S,19.56,0.13,S,20.92,0.06,D,20.87,0.14,D,21.2,0.13,S,21.41,0.13,D,20.48,0.13,S,21.25,0.13,S,,,R,,,R,,,R,20.54,0.13,S,21.11,0.13,S,21.3,0.13,S,21.38,,S,21.3,0.13,S,20.86,0.04,S,20.35,0.13,S
fH2,fH2,0.41,,S,0.77,0.09,S,0.55,0.12,D,0.5,0.28,D,0.41,0.13,S,0.76,0.04,D,0.38,0.11,D,0.2,,S,0.01,0.01,S,0.53,0.09,D,0.44,0.25,D,0.67,,S,0.45,0.1,D,0.36,,S,0.45,0.13,S,,,R,,,R,,,R,0.21,0.09,S,0.44,0.13,S,0.46,0.13,S,0.5,,S,0.64,0.1,S,0.42,0.11,S,0.12,,S
NCN,NCN,12.53,0.03,D,13.6,0.09,D,12.17,0.01,D,12.66,0.03,D,12.57,0.02,D,12.87,0.01,D,11.44,0.16,D,13.48,0.05,D,11.67,,U,11.85,0.09,D,11.93,,U,12.9,0.09,D,13.34,0.05,D,11.92,,L,12.76,0.04,D,12.26,0.08,D,12.58,0.02,D,12.57,0.02,D,,,R,12.33,0.09,D,13.48,0.15,D,13.95,0.15,D,13.74,0.04,D,12.89,0.01,D,12.36,0.04,D
NCH,NCH,13.61,0.04,D,13.88,,U,13.33,0.03,D,13.73,0.03,D,12.81,0.02,D,13.57,0.02,D,13.12,0.09,D,12.95,0.05,D,12.3,0.13,D,12.81,0.02,D,13.99,,L,13.81,0.04,D,14,0.02,D,13.14,0.02,D,13.85,0.02,D,13.72,0.04,D,13.26,0.02,D,13.67,0.03,D,13.2,0.02,D,13.72,0.05,D,13.9,0.1,D,13.97,,U,13.9,0.04,D,13.48,0.03,D,13.02,0.05,D
NC2,NC2,12.8,,U,14.03,0.1,D,13.46,0.12,D,13.58,0.04,D,,,R,13.49,0.05,D,12.9,0.13,D,,,R,12.85,,U,12.85,,U,13.03,,U,13.59,0.07,D,14.11,0.04,D,,,R,13.64,0.1,D,,,R,13.42,0.1,D,12.63,,U,,,R,,,R,13.99,0.07,D,14.43,0.05,D,14.31,0.04,D,13.69,0.05,D,13.32,0.09,D
4259,4259,,,R,,,R,4.4,0.6,D,8.5,0.9,D,14.5,0.8,D,17.1,1.3,D,2.3,0.5,D,,,R,3,0.9,D,1.9,0.6,D,7.2,,L,,,R,15.5,1.9,C,7.2,,L,7,1.7,D,17.9,,L,,,R,,,R,6.1,1.2,D,5.6,1.8,D,22.2,3,D,,,R,20.8,1.5,C,5,0.8,D,,,R
4363.83,4363,1.6,,L,19,3.6,D,2.4,0.2,C,4.3,0.5,D,2.1,0.2,D,2.9,0.4,D,0.7,,L,2.7,,L,0.7,,L,1.6,,L,1.7,,L,5.3,,L,8.7,0.8,D,2.4,,L,2,0.6,D,8.7,,L,1.6,0.3,D,1.1,,L,,,R,5.1,1,D,5.3,1.1,D,36,,L,14.9,0.3,D,6.4,0.2,D,2.9,,L
4371.6,4371,5,1,D,,,R,,,R,2.6,,L,,,R,5.9,1.1,D,2.3,0.5,D,6.3,,L,4.4,,L,,,R,,,R,,,R,32.6,1.9,C,7.8,,L,6.5,1.5,D,,,R,,,R,10,1.1,D,,,R,,,R,9.2,,L,59.6,,L,,,R,2.9,0.7,D,,,R
4429.33,4429,1918.8,71.4,C,,,R,432.5,26.5,C,1148.5,24.8,D,322.3,,L,,,R,632.9,29.7,D,154.8,,L,804.1,28.7,D,800.8,33.1,D,2179.6,54.5,D,2378,99.9,C,1831.4,87.1,C,275,,L,2458.4,37.6,C,3083.4,99.9,D,459.6,41,C,3462.5,99.9,D,2579.4,39.6,C,2859.2,57.9,C,3698.7,99.9,D,2061.5,99.9,D,1421.1,95.4,C,912.4,25.6,D,3122.8,79.6,C
4494.53,4494,,,R,,,R,2.6,,L,4.9,,L,,,R,5.9,,L,14.2,,L,,,R,3.7,,L,4.8,,L,12.8,1.7,D,,,R,6.4,,L,9.1,,L,11.5,2.7,D,20.5,,L,4.1,1.2,D,23.4,1.3,C,10.6,1.9,D,21.8,3.2,D,27.4,5.8,D,76.7,,L,7.8,1.5,D,2.4,,L,,,R
4501.51,4501,,,R,,,R,20,1.3,D,53.3,1.5,D,,,R,21.8,2,D,28.1,1.3,D,,,R,13.2,1.9,D,12.4,1.8,D,87.8,2.1,D,,,R,33.9,2.6,D,52.2,3,D,97.4,4.6,D,117.1,9.6,D,35,2.3,D,180.4,1.8,C,81.6,1.5,D,117.8,3.4,D,103.2,5.3,D,75.5,,L,49.4,2.1,D,65.5,0.9,D,,,R
4504.45,4504,8.2,0.6,D,9.9,,L,3.2,,L,6.3,0.6,D,0.6,,L,4.1,1.1,D,1.5,,L,6.4,1.1,D,1.4,,L,1.2,,L,16.5,2.1,D,10.5,,L,2.1,0.6,D,3.1,,L,,,R,7.5,,L,2.4,,L,24.1,0.8,D,5.8,0.4,D,12.2,2.2,D,13.2,2.1,D,,,R,7.3,0.4,D,7.7,0.4,D,4.1,,L
4659.86,4659,2,,L,5.7,,L,,,R,2,,L,1,,L,1.7,0.5,D,0.9,,L,2.7,0.8,D,0.9,,L,1,,L,1.4,,L,6.1,,L,10.6,0.3,D,2,,L,2.1,0.4,D,5.1,,L,2.8,0.2,D,1.1,0.2,D,2.6,0.3,D,,,R,5.6,1,D,11.2,,L,6.1,0.3,D,1.8,0.2,D,,,R
4668.66,4668,3.5,0.4,D,,,R,4.2,0.4,D,7.4,0.5,D,,,R,4.2,0.4,D,2.9,0.3,D,3,,L,1.1,,L,4.3,0.6,D,2.7,,L,,,R,20,0.8,C,5,,L,3.1,0.7,D,7.2,,L,9.3,0.4,D,2.8,0.7,D,,,R,15.9,1,D,16.6,1.4,D,20.5,,L,10.3,0.4,C,4,0.3,D,,,R
4680.24,4680,1.3,,L,9.4,,L,2.1,0.2,D,4.1,0.4,D,2.6,0.4,D,1.1,,L,1.2,,L,2.7,,L,1.4,,L,1.4,,L,1.5,,L,,,R,14.8,0.5,D,1.4,,L,1.6,,L,9.1,,L,2.5,0.7,D,1.8,,L,1.2,,L,12.7,0.8,D,8.3,,L,19.8,,L,8.8,0.3,D,5.3,0.2,D,2.1,,L
4683.03,4683,3.3,0.3,D,14.9,2.9,D,5.7,0.3,D,8.3,0.3,D,0.4,,L,3.8,0.4,D,0.7,,L,2.6,0.7,D,0.5,,L,1,,L,2.7,0.3,D,10,1.7,D,19.8,0.2,D,3.6,0.7,D,4,0.6,D,9.4,1.5,D,6,0.2,D,2.1,0.4,D,1.6,,L,13.3,0.7,D,12.6,0.6,D,13.9,,L,21,0.3,C,3.3,0.1,D,1.4,,L
4688.84,4688,1.4,,L,6.8,,L,2.2,0.2,D,3.9,0.5,D,0.7,,L,1.2,,L,6.2,,L,2.2,,L,1.9,,L,0.9,0.2,D,1.8,,L,6.9,1.6,D,7.6,0.7,D,2,,L,,,R,4,,L,1.3,,L,0.9,,L,0.7,,L,2.8,,L,6.8,,L,16.2,,L,9.4,0.6,C,2.5,0.5,D,1.4,,L
4699.29,4699,3.1,,L,18.8,,L,,,R,3.2,,L,2.6,,L,4.4,1.3,D,2.6,,L,6.3,,L,,,R,,,R,,,R,,,R,39.8,2,C,6,,L,9.3,1.5,D,15.2,,L,3.6,,L,7.4,1,D,,,R,,,R,5.7,,L,32.1,,L,,,R,9.2,1,D,,,R
4726.98,4726,113,2.5,D,185.1,13.6,D,82.4,2.5,D,112.3,4,D,,,R,76.2,2.7,D,54.1,1.7,D,53,4.2,C,12.9,1.9,D,24.7,1.8,D,120.7,3.5,D,126.2,12.2,C,297.2,3.5,D,69.9,6.4,D,198.5,4,D,117.5,9.9,D,105.5,2.7,D,164.3,3.1,D,90.8,3.4,D,190,5.5,D,266.8,8,D,277.3,20.8,D,272.3,3.7,D,141.1,2.9,D,111.9,3.6,C
4734.77,4734,1.7,,L,13,1.5,D,2.2,0.4,D,5,0.3,D,1.7,0.2,D,1,,L,1,,L,2.2,,L,1.2,0.2,D,1.3,0.3,D,1.7,,L,11.3,1.6,D,14,0.4,D,2.1,,L,1.9,0.4,D,2.8,,L,2.3,0.4,D,0.6,,L,1.9,0.4,D,9.4,0.9,D,8.9,0.4,D,17.3,2,D,15,0.5,D,6.1,0.2,D,1.8,0.5,D
4762.44,4762,39,1.7,D,,,R,16,0.9,D,27,1.1,D,,,R,19.9,1.4,D,16.7,1.6,D,10.4,1.6,D,11.1,1.1,D,10.3,1.4,D,60.7,1.9,D,,,R,37.1,1.9,D,22.9,3.6,D,83.9,2.5,D,40.4,4.3,D,22.2,1.3,D,105.3,2.4,C,55.5,1.2,D,86.2,3.3,D,97.6,2.3,D,71,8.4,D,49.1,1.5,D,42.8,1.2,D,69.9,1.3,C
4780.1,4780,35.5,1.4,C,15.5,,L,9.5,0.8,C,16.1,1.4,D,,,R,37.4,4.5,D,16.7,1.1,D,21,1.9,C,12.6,0.8,C,20.8,1.3,C,,,R,,,R,35.9,2.2,C,17.8,2.5,D,52.8,1.8,D,62.3,5.1,C,27.5,0.8,C,70.8,1.7,D,66.1,1.3,C,,,R,63.9,3.3,D,,,R,38.2,1,C,25.2,1.1,D,,,R
4817.62,4817,0.9,,L,2.7,,L,0.5,,L,1.3,0.1,D,1,0.2,D,0.7,0.1,D,0.8,,L,3.4,0.4,D,0.7,,L,0.5,,L,1.6,0.4,D,,,R,1.3,,L,1.6,0.3,D,0.8,,L,2.6,,L,0.8,0.2,D,1,,L,0.7,,L,2.2,,L,3.4,0.6,D,6.3,,L,3.6,0.2,D,0.9,0.2,D,0.4,,L
4881.63,4881,187.3,11.9,C,,,R,,,R,81.6,,L,,,R,,,R,,,R,70.7,,L,,,R,,,R,,,R,,,R,,,R,137,,L,274.8,17.9,D,342.8,34.9,D,,,R,295.9,11.9,D,199.1,7.8,C,471.4,30.5,C,,,R,540,69.8,D,91,12.1,C,,,R,685,39,C
4887.17,4887,2.6,,L,13.6,,L,1,,L,2.5,0.5,D,2.4,,L,2,,L,2.8,0.3,D,1.7,,L,0.8,,L,3.3,0.3,D,2.4,,L,,,R,3.1,0.7,D,2.7,,L,2.1,,L,2.5,,L,1,,L,2.9,,L,1,,L,3.9,0.5,D,4.6,1.1,D,12,,L,4.4,0.5,D,1.2,,L,1.7,,L
4947.35,4947,,,R,5.2,,L,0.6,,L,2.2,0.4,D,0.6,,L,0.6,,L,1.1,0.2,D,1.9,,L,0.4,,L,0.6,,L,0.8,,L,5.5,,L,2.3,0.5,D,1.1,,L,3.8,0.4,D,3.4,0.9,D,0.8,,L,0.8,,L,0.8,,L,1.7,,L,2.8,0.4,D,8.8,2.4,D,2.3,0.2,D,0.9,,L,,,R
4951.13,4951,,,R,10,1.7,D,2.6,0.4,D,2.8,0.4,D,1,,L,0.8,,L,1,,L,,,R,0.8,,L,0.6,,L,4.8,0.4,D,,,R,7.1,0.5,D,2.2,,L,3.2,0.5,D,,,R,,,R,,,R,1.5,,L,6.7,0.7,D,8.8,0.7,D,7.4,,L,10.6,0.5,D,3.8,0.3,D,,,R
4956.96,4956,,,R,,,R,3.4,,L,2.8,,L,,,R,8,0.9,D,1.9,0.6,D,14.4,1.7,D,2.7,,L,3.7,,L,6.3,1.2,D,,,R,4.7,,L,,,R,13,2,D,6.3,,L,3.9,1.1,D,11.3,1.2,C,,,R,6.3,,L,19.6,1.2,D,23.3,,L,,,R,3.9,0.8,D,,,R
4959.52,4959,2.2,,L,6.9,,L,1.3,,L,1.3,,L,,,R,1.6,,L,0.8,,L,3.3,0.7,D,0.7,,L,1.3,,L,1.2,,L,4.2,,L,6,0.5,D,2.7,,L,3.1,,L,3.8,,L,3.7,0.6,D,1.5,,L,1.7,,L,2.3,,L,6,1.3,D,8.4,,L,3,0.5,D,1.7,0.4,D,,,R
4961.93,4961,1.6,,L,5.9,,L,2.1,0.3,D,3.5,0.5,D,1,,L,1.6,0.4,D,0.6,,L,1.3,,L,1.1,,L,1,,L,1.4,,L,,,R,3.8,0.4,D,2.3,,L,1.3,,L,2.6,,L,0.6,,L,2.2,0.5,D,1.1,,L,2.2,,L,2.3,,L,6.6,,L,5,0.5,D,1.4,0.3,D,1.5,0.4,D
4963.92,4963,18.1,0.5,D,35.2,1.8,D,18.8,0.3,D,25.5,0.4,D,1.9,0.1,D,13.1,0.1,D,7.3,0.3,D,10.6,0.9,D,2.1,0.3,D,5.6,0.5,D,18.3,0.6,D,20.7,1.2,D,60.5,0.5,D,12.6,0.9,D,30.4,1,D,22.6,1.2,D,17.9,0.2,D,28,0.9,D,11.9,0.5,D,35.6,0.5,D,56.5,1.2,D,77.7,3.2,D,58.3,0.6,D,21.7,0.2,D,14.4,0.8,D
4965.19,4965,2.5,0.3,D,7.2,,L,2,0.4,D,1.5,,L,1,,L,1.6,,L,0.8,,L,4.1,,L,1.6,0.3,D,2,0.4,D,5.6,0.8,D,6.3,1.8,D,10,0.6,C,2.8,,L,2.1,0.4,D,5.9,1.5,D,4.4,0.2,D,4.4,0.5,D,2.2,0.2,D,2.4,,L,3.2,,L,11.3,2.7,D,6.8,0.2,C,3.8,0.3,D,4.3,,L
4965.97,4966,1.1,,L,7.9,,L,1,0.2,D,1.7,0.3,D,0.8,,L,0.9,,L,0.9,,L,2,,L,0.9,,L,1.6,0.4,D,2.6,0.6,D,,,R,5,0.5,D,4,1.1,D,1.3,0.3,D,3.5,,L,2.3,0.1,D,2.5,0.4,D,2.5,0.3,D,1.6,,L,3.8,0.8,D,9,2.9,D,5.6,0.2,D,2.3,0.2,D,1.9,0.5,D
4969.12,4969,,,R,12.2,,L,2.2,0.5,D,3.9,0.5,D,1.4,,L,2.9,0.5,D,1.4,0.5,D,4.7,,L,1.2,,L,1.5,0.3,D,2.5,,L,,,R,15.5,0.6,D,,,R,6.2,0.8,D,4.3,,L,4.1,,L,8.2,0.5,C,3.2,0.6,D,8.3,1,D,11.2,1.1,D,21.2,4.2,D,15.9,0.6,D,3.2,0.4,D,,,R
4974.93,4974,2.4,,L,5.3,,L,1.2,0.3,D,1.6,0.4,D,0.8,,L,1.1,,L,1.5,0.2,D,2.1,,L,1,,L,1,,L,1.2,,L,4.5,,L,3.3,0.4,D,1.9,,L,1,,L,4.1,,L,1.6,,L,1.6,,L,0.8,,L,1.6,,L,1.8,,L,5.3,,L,3.3,0.3,D,0.8,,L,0.8,,L
4978.06,4978,,,R,4.3,,L,1.9,0.2,D,1.6,,L,1.3,,L,1.1,,L,0.9,,L,3.1,,L,0.5,,L,1.1,,L,1.4,,L,,,R,3.4,0.4,D,2.8,,L,1.5,0.5,D,4.5,,L,0.6,,L,1,,L,0.8,0.1,D,2.1,0.6,D,4.1,,L,5.6,,L,1.6,0.4,D,1,,L,,,R
4979.62,4979,3,0.7,D,8.4,2.2,D,1.4,,L,5.1,0.4,D,1.4,,L,2.8,0.5,D,1.3,0.4,D,2.1,,L,1,,L,0.9,,L,2.4,0.5,D,4.4,,L,11.7,0.6,D,3.2,,L,5.6,0.7,D,5.3,,L,1.7,0.5,D,2.4,0.7,D,1.3,0.3,D,5.5,0.6,D,8.6,1,D,7,1.7,D,13.8,0.4,D,3.5,0.4,D,1.9,0.6,D
4982.23,4982,1.4,,L,3.3,,L,0.6,,L,1.7,0.2,D,0.6,,L,0.7,,L,0.9,0.2,D,1.7,,L,0.6,,L,0.6,,L,1,,L,,,R,2,0.4,D,1.6,,L,1.7,0.4,D,2.6,,L,1,,L,0.5,,L,0.9,,L,1.3,0.3,D,2.5,0.6,D,3.9,,L,1.7,0.3,D,1.1,0.2,D,,,R
4984.78,4984,,,R,16.7,1.3,D,7.4,0.3,D,11.3,0.5,D,2.7,0.4,D,11.8,1.2,D,3.9,0.2,D,,,R,0.5,,L,0.8,,L,7.1,0.4,D,,,R,24.2,0.6,D,3.7,0.6,D,18,0.9,D,9.6,1.3,D,11.7,0.4,D,,,R,5.9,0.5,D,14.6,0.4,D,23.9,1,D,34.3,2.4,D,32,0.5,D,10.8,0.4,D,2.6,0.6,C
4986.77,4986,2.2,0.2,D,3.6,,L,2.8,0.1,D,3.7,0.3,D,1.1,,L,3.4,0.3,D,0.8,,L,2,,L,0.6,,L,0.9,,L,,,R,4.2,0.5,D,6.5,0.6,D,1.5,,L,2.9,0.5,D,2.5,,L,2.7,0.4,D,2.4,0.3,D,4.7,0.4,D,,,R,6.7,0.7,D,11.8,3.2,D,9.8,0.4,D,1.3,0.4,D,2.2,0.5,D
4987.53,4987,9.3,1,D,18.9,,L,9.8,0.9,D,10.1,1.3,D,2.5,,L,11.8,0.8,D,3.8,,L,9,,L,2.1,,L,2.5,0.4,D,,,R,7,2,D,22,1.5,D,8.3,,L,10.4,0.9,D,10,,L,9.4,1.2,D,25.2,0.9,D,,,R,,,R,21.7,1.7,D,26.7,4.4,D,24.1,1.3,D,2,,L,7.9,1.2,D
5003.58,5003,,,R,7.7,2,D,4.5,0.3,C,5,0.6,D,4.9,0.4,D,,,R,0.9,,L,,,R,0.7,,L,0.5,,L,,,R,4.2,1.2,C,7.8,0.5,D,3.6,0.3,D,2.7,0.3,D,,,R,3.6,0.1,D,,,R,,,R,,,R,11.7,0.6,D,,,R,15.6,0.3,C,3.5,0.2,D,,,R
5027.57,5027,,,R,11.9,1.8,D,1.2,,L,3.2,0.8,D,0.8,,L,0.4,,L,1.2,,L,,,R,0.8,,L,0.9,,L,,,R,,,R,,,R,2.7,,L,1.5,,L,,,R,,,R,,,R,,,R,3.9,0.9,D,2.5,,L,21.8,4,D,10.8,0.6,C,1,,L,,,R
5054.85,5054,,,R,,,R,0.6,,L,3.2,0.2,D,,,R,1.7,,L,0.7,,L,4.1,1,C,0.7,,L,1,,L,,,R,3.7,,L,6.5,0.6,D,2.6,,L,6,0.6,D,,,R,2.4,0.3,D,,,R,1.4,0.2,D,3,,L,8.5,1.1,D,9.8,2.7,D,12,0.8,D,2.1,0.5,D,,,R
5061.5,5061,,,R,16.4,1.9,D,2.8,0.2,D,6.7,0.5,D,1,,L,3.3,0.3,D,2.1,0.2,D,,,R,0.9,,L,1.3,0.4,D,3.6,1.1,D,,,R,17.4,0.2,D,4.2,0.5,D,7.5,0.5,D,10.2,1.5,D,8.1,0.7,D,,,R,1.6,,L,9.5,0.6,D,14.4,1.1,D,25,3,D,15.6,0.4,D,6.7,0.5,D,,,R
5074.48,5074,,,R,5.5,1.3,D,4.9,0.5,D,5,0.4,D,1.7,0.1,D,3,0.4,D,1.3,,L,4.2,,L,1,,L,0.7,,L,,,R,,,R,8.2,0.6,D,3.5,,L,2.1,0.3,D,,,R,,,R,,,R,,,R,,,R,3.5,0.6,D,7.9,,L,18.6,0.3,D,3.2,0.2,D,,,R
5092.17,5092,1.6,,L,3.9,,L,5.1,0.3,D,1.4,0.2,D,,,R,7.3,0.5,D,1.4,0.2,D,1.3,,L,1.2,0.2,D,1.1,0.2,D,1.9,0.2,D,,,R,2.6,0.6,D,1,,L,3.6,0.7,D,5.5,0.7,D,1,,L,0.8,,L,0.5,,L,6.9,0.5,D,1.1,,L,8.5,1.4,D,5.6,0.3,D,1.2,0.3,D,1.4,,L
5100.96,5100,,,R,,,R,0.9,,L,1.4,,L,1.5,,L,1.1,,L,1.2,,L,,,R,1.2,,L,0.6,,L,8.6,0.5,D,,,R,4.3,0.4,D,1.6,0.4,D,1.6,0.5,D,,,R,1.4,,L,,,R,0.6,,L,2.5,,L,2.6,,L,8.8,,L,5,0.5,D,1.1,,L,,,R
5110.77,5110,8.3,,L,,,R,1.9,,L,6,0.9,D,1.7,,L,4.7,,L,3.1,,L,6.7,,L,3.8,,L,3.2,,L,4.9,,L,,,R,8.8,2,D,4.3,,L,12.8,0.9,D,15,,L,4.9,,L,4.9,1.3,D,4.1,,L,5.9,,L,15.7,1.5,D,14.9,,L,5.4,1,D,5.2,0.7,D,4.9,,L
5117.62,5117,,,R,6.9,,L,2.2,,L,3.9,0.4,D,1.2,,L,1.6,,L,1.3,,L,2.3,,L,0.9,,L,1.6,,L,2.1,0.5,D,,,R,4,0.5,D,2.4,,L,3.3,0.5,D,5.3,,L,1.8,,L,,,R,2,,L,2.1,,L,4.2,1.1,D,14.8,2,D,3.7,0.5,D,1.9,0.5,D,2.1,,L
5170.49,5170,2,0.4,D,6.6,1.3,D,3.8,0.4,D,5.1,0.3,D,,,R,3.4,0.3,D,1.8,0.1,D,2.7,,L,0.8,,L,1.2,,L,7.2,0.5,D,,,R,9,0.5,D,3.7,,L,8.7,0.3,D,1.8,,L,3.9,0.2,D,,,R,1.9,,L,6.1,0.6,D,7.5,0.3,D,12.3,1.5,D,9.9,0.2,D,5.1,0.2,D,,,R
5176,5176,2.9,0.6,C,19.4,1.2,D,7.9,0.2,C,8.1,0.5,D,0.9,0.2,D,6.3,0.3,D,1.2,,L,1.9,,L,0.7,,L,0.6,,L,2,0.3,D,7,,L,24.7,0.6,D,1.3,,L,8.3,0.5,D,3.6,,L,5.1,0.4,D,5.3,0.2,C,3.7,0.3,C,18.9,1.2,D,18,0.6,D,31.2,2.5,D,27.8,0.5,C,6.3,0.1,D,,,R
5217.85,5217,,,R,5.4,,L,1.2,,L,0.9,,L,0.8,,L,1.2,,L,1.2,,L,,,R,0.7,,L,0.7,,L,0.9,,L,,,R,2.9,0.3,D,1.2,,L,1.3,0.2,D,1.4,,L,1.3,0.2,D,,,R,1.3,,L,2,,L,3.2,0.4,D,4.5,1,D,5.3,0.1,C,0.9,0.2,D,,,R
5236.27,5236,,,R,,,R,13.6,3,C,17.1,0.9,D,,,R,10.9,1.1,D,9.7,0.9,D,,,R,7.9,0.6,D,11.2,0.8,D,,,R,,,R,38.9,1.5,C,8,,L,43.2,1.3,D,53.2,2.3,C,4.9,0.9,C,52.9,1,C,,,R,,,R,51.2,2,D,53,4.1,D,26.5,1.4,C,15,0.8,D,,,R
5245.44,5245,,,R,6.4,2.1,D,1.4,0.3,D,3.9,0.3,D,1.1,,L,1.9,0.3,D,2.7,0.3,D,,,R,0.6,,L,1,,L,1.8,,L,7.8,1.3,D,6.9,0.7,D,2.1,,L,6.3,0.6,D,5.1,,L,5.7,0.8,C,,,R,1.4,,L,3.1,0.8,D,8.9,0.7,D,7.2,,L,9.4,0.3,D,3.7,0.4,D,,,R
5247.39,5247,,,R,14.5,4,D,2.2,,L,2.9,0.7,D,1.9,,L,2.5,,L,2.4,0.5,D,,,R,4.9,0.5,D,2,,L,3,,L,,,R,3.9,,L,4,,L,14.1,0.6,D,7.9,,L,1.9,,L,8,0.6,C,1.8,0.5,D,6.5,2.1,D,7.8,1.4,D,9.3,,L,4.7,0.4,D,2.2,,L,,,R
5251.72,5251,3.7,0.3,D,5.8,,L,1.1,0.2,D,1.7,0.2,D,0.4,,L,1.2,0.2,D,1,,L,,,R,0.5,,L,0.5,,L,0.9,,L,,,R,1.1,,L,1.4,,L,1.3,0.2,D,4.7,,L,,,R,,,R,0.5,,L,3,0.3,D,1.8,0.3,D,2,,L,2.1,0.2,D,1.2,0.1,D,,,R
5257.44,5257,,,R,9.5,,L,4.8,0.6,D,5.3,0.4,D,1.3,,L,3,0.7,D,1.1,,L,,,R,1.3,,L,1.3,,L,,,R,10.2,2.4,C,,,R,7,1,D,2.4,,L,8.9,1.4,D,,,R,,,R,1.4,,L,7.1,1,D,5.1,0.9,D,10.1,2.4,D,12.7,0.5,C,2,0.4,D,,,R
5262.44,5262,,,R,4.6,,L,2.3,0.3,D,2.6,0.1,D,,,R,2.4,0.5,D,0.8,,L,2.3,,L,0.9,,L,0.7,,L,1.5,,L,,,R,4,0.4,D,5.1,0.9,D,4.7,0.3,D,2.4,,L,0.5,,L,1.3,0.2,D,3,0.4,D,2.9,0.8,D,4.3,0.5,D,7.1,0.9,D,5.3,0.2,D,2.4,0.2,D,,,R
5285.53,5285,3.3,,L,9.3,,L,1.2,,L,4.5,0.6,D,4.9,0.7,D,2.3,,L,1.4,0.4,D,2.7,,L,2.4,0.5,D,1.4,,L,,,R,,,R,3.4,,L,,,R,6.9,0.4,D,6.8,1.5,D,2.2,,L,8.3,0.5,D,1.8,,L,4.6,,L,12.7,1,D,12.5,3.3,D,3.5,,L,1.2,,L,3.8,,L
5298.05,5298,,,R,1.3,,L,3.7,0.5,C,1.5,,L,1,,L,1.6,,L,8.1,0.7,D,3.8,,L,1,,L,3.8,0.5,D,,,R,,,R,1.5,,L,7.1,0.5,C,4.1,0.5,D,6.8,1.9,D,1.3,,L,5.2,0.4,D,1.7,,L,9.7,0.8,D,3.8,0.9,D,15.1,2,D,8.4,0.5,C,4,0.3,D,,,R
5299.37,5299,,,R,,,R,,,R,10.4,2.5,D,21.1,1.2,D,15.7,3.6,D,21.6,2.1,D,19.5,,L,,,R,22.3,2.1,C,,,R,,,R,35.7,4.8,C,14.4,,L,38.5,2.7,D,52.1,5.2,D,15.4,2.6,D,30.1,2.3,C,,,R,67.8,4.3,D,35.6,4.4,D,72.6,6.1,D,17.7,2.4,C,15,1.8,D,,,R
5304.24,5304,1.3,,L,4.1,,L,1,,L,1.1,,L,1.7,0.2,D,0.7,,L,2,0.3,D,3.3,,L,0.7,,L,1,,L,1.2,,L,,,R,2.7,0.5,D,1.7,,L,3.2,0.3,D,1.3,,L,1.9,,L,0.7,,L,1.4,0.2,D,2.8,0.6,D,2.4,0.6,D,5.5,,L,4.8,0.7,D,1.7,0.2,D,2.6,,L
5340.38,5340,,,R,19.8,1.9,C,5,0.3,D,3.5,0.6,D,2.5,,L,2.7,0.5,D,1.2,,L,,,R,1,,L,1.4,,L,,,R,,,R,7.6,0.5,D,8.2,0.5,D,1.9,0.3,D,7,1,D,4.8,0.8,C,,,R,1.4,,L,6.5,0.7,D,6.6,0.8,D,18.2,1.8,D,8,0.5,D,1.5,0.4,D,,,R
